Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
3577,B0044UT0O4,A1M9G39374JT8J,Looking for Info,0,0,5,1341014400,"Unique and tart flavor, delicious!","Delicious and unique flavor, great for those who like a little tart taste. Nice the have a 12 pack since they are pretty hard to find."
3578,B0044UT0O4,A1HOXKR7OKJ1X1,"L. R. Dana-kirby ""Leslie Dana Kirby""",0,0,5,1339372800,Pink perfection!,"When I stumbled across pink grapefruit tic tacs, I was intrigued enough to order them.  I do enjoy grapefruit flavors and I love tic tacs with intense flavors.  These did not disappoint.  They offer an intense flavor that tastes just like real grapefruit.<br /><br />An unusual treat!"
3579,B0044UT0O4,A2FOMCYGVURHF3,Nice Piece,0,0,5,1327017600,Fresh product!,"Look no futher. Always fresh! Nothing is worse than stale candy,, so save yourself from anguish and purchase here today"
3580,B0044UT0O4,A1301OJIPGLV7V,americanamama58,0,0,5,1325030400,Long lost find!,"My daughter and I loved these when they first came out but had been unable to find them locally.  Then I thought, if anyone would have them, Amazon would!<br /><br />So glad to find them - it made a nice addition to her Christmas stocking."
3581,B0044UT0O4,A3CO9FEI4ICDPV,Celeste,0,0,5,1324771200,Difficult to find; tastes great,"We found these pink grapefruit Tic Tacs while vacationing in Massachusettes; when we returned to California, we couldn't find them! I was happy to find them here. They taste great!"
3582,B0044UT0O4,A27KLQHAZAFM61,CH,0,0,5,1295827200,Pink Grapefruit forever!,This is a keeper flavor -- hope Tic Tac removes pink grapefruit from the limited edition category.  Citrus flavor seems especially potent to freshen your mouth after eating onion/garlic.
3583,B004MDQSDO,A1RTSF9U66MGQZ,skatelady,0,0,5,1346976000,reminds me of Italy,"I rarely eat anything but whole wheat pasta, but every once in a while, I eat some of this as a treat.  Almost as good as the pastas that I ate while in Italy!  Just make sure you don't over cook."
3584,B000PWMHW2,ANKISKS44UFIJ,brown,2,2,5,1296604800,One of my most favorite places on earth,"I love The Meadow.  So I guess this review is more about how much I adore this store, than it is about the salt (which by the way is fabulous).  I got my order way faster than I expected, which was nice.  I would recommend purchasing anything from these amazing folks, and even better if you can visit their lovely store in Portland.  This is one of the most romantic stores that exists.  Opening my box of truffle salt, and smelling that fragrant scent, was just not as magical as walking into their gorgeous store filled with flowers, salt, chocolate and wine.  Ah, it is a taste of heaven.<br /><br />The salt's great.  thanks Meadow people."
3585,B003Y86ONM,A3SV6AY6J9ZWQT,John R. Moreman,0,0,1,1326672000,Out of Date Chocolate,"The purchase and receipt of the box of chocolates was very good, and made my home in plenty of time for Christmas.  The box was opened the day after new years.  The cholocates were discolored and dry.  The box had expired two months before I made the order.  I made a complaint with Amazon which was resolved in a few days with full credit to my charge card.  This company wanted me to mail them back the chocolates which i had saved along with the wrapper.  They would not reply back to my inquiry as to who would pay for the shipping the chocolates back to the seller. I still have the out of date and bad box of cholocate and will keep them for inspection for the next month or so.  Then trash can."
3586,B004X8TK9W,ABDCYK04CL6O4,MIDNIGHT0521,3,3,5,1323993600,KEEBLER SOFT BATCH CHOCOLATE CHIP COOKIES 15-OUNCE(PACK OF 6),"A very soft, very delicious Keebler Brand Cookie that is hard to find in the supermarket and generally around $4.49/bag 'cause it's never on sale. I picked up my order of 6 bags through Warehouse Deals fulfilled by Amazon for $13.00, a good bargain considering how much they are in a grocery store @ $4.49/bag and hard to find usually in this variety! If the sale is right, I highly recommend it for you to try and buy for yourself!"
3587,B004X8TK9W,A3L9ZT7SRJYLVH,"JDTexan ""JDTexan""",2,2,5,1318723200,DeeLish Cookies,It is hard to stay out of these wonderful cookies! Just the right amount of chocolate chips and the texture is melt-in-your-mouth good!
3588,B004X8TK9W,A1Z54EM24Y40LL,c2,1,1,5,1338249600,AWESOME!,"I may be dating myself here a bit but I remember when the first Soft Batch cookies came out.  These were the first and they were bigger and yes, even softer than these are now.  But, at that time, they were the ONLY soft, prepackaged cookie (can you believe that?) besides Archway.  They then came out with at least a dozen other varieties but for some reason, they stopped making them.  I can remember every kid imaginable going nuts over these things so I'm wondering why they stopped.<br /><br />Anyway, back to today, these cookies, even though they're smaller, are still quite excellent.  They are just so soft and taste better than Keebler's other soft and chewy cookies.  This package made it about 20 minutes in this house - that's what happens when you're raising a bunch of Titan boys!<br /><br />Great, great stuff, HIGHLY recommend!"
3589,B004X8TK9W,ARWNGXRC98KBW,Jeremy Johnson,2,3,4,1316217600,Chewy Chips Ahoy vs. Keebler Soft Batch,"Chewy Chips Ahoy and Keebler Soft Batch are very similar taste and texture. I decided to try this since a had a coupon for 50% off. They're slightly smaller than Chips Ahoy, but that's about it. My cookies arrived a little crumbled due to shipping, but no complaints because they were still edible and tasted great. Great Cookies, and now I have a stockpile of them :)."
3590,B004X8TK9W,A2Z5Y1Z8XUBAYU,"Jane ""JY""",0,0,2,1348358400,Barley Edible - Crunch on Sugar,What more can I say. Barley Edible - Crunch on Sugar.  Did come on time but have a feeling that they wanted this unloaded because it didn't sell or maybe bad batch.  Doesn't make you sick or anything like that but you can actually find yourself crunching on sugar like you put a sugar cube in your mouth.  Kids probably don't care.  Hope this helps.
3591,B006WW3GYC,AYJFP2AJ5Y64L,Sal G.,0,0,5,1336003200,Jelly Belly's are the Best,"Needed some bulk quantity jelly beans to fill small jars for baby shower favors.  Buying them this way saved a lot of money over buying them by the pound at the local candy store.  As stated in another review, the jelly beans just come in an unlined cardboard box.  This seemed a bit odd, but there were 2 sheets of wax paper, I guess to prevent dust, etc from getting into the box through the top and bottom.  Not much else to say, they're Jelly Belly's at about half the cost of the local guy!"
3592,B006WW3GYC,A3TRQU8YII5TO6,"Golddust ""jungle dweller""",0,0,3,1244851200,a little surprised,"I was shocked to see that the bulk version of these Jelly Belly's are just in a cardboard box, no plastic, no nothing. Doesn't seem overly hygienic. Since I didn't open the box for a few months the Jelly Belly's were getting softer and crystallizing [unbeknownst to me] because we live in a wet climate. Hmmm...just be aware that the packaging should be upgraded"
3593,B001QEF4XC,A21NAFNWYZU42M,dobie,7,7,5,1293494400,quality at a good price,I don't understand why this dog food is not full of reviews. Checkout [&#8230;] they give this dog food 4 out of 5 stars which beats science diet and purina one which I use to use and diamond natural is less expensive.
3594,B001QEF4XC,ALEW9N1JHJG21,Erika,4,4,5,1325203200,"Good food, good price","We purchase this food for our two boxers and great dane. The dane has an allergy to chicken and one of the boxers has a weak stomach, so this food is perfect for them. All three dogs love it (even the picky one) and it seems to agree with their digestive tracts more than any other dog food that we've tried (I can't begin to tell you how pleased I am about THAT). I did a lot of research to find a quality food that isn't full of filler and won't break the bank. I am 100% pleased with this food, more so than any of the other more expensive brands that I've tried."
3595,B001QEF4XC,A2XWEGPK1CMI45,Patrizia Wilborn,4,4,5,1323129600,Great Dane loves it,"I have tried many many many different brands. I also did my research on what's the best for my Dane and most of it is expensive. I found this to be very good quality and a good price among Chicken Soup and Canidae.<br />My GD loves this he eats 7-8 cups a day and he would love to eat more. He has a shiny coat, no allergies and his sensitive stomach thanks the food. I highly recommend this. But I am buying it somewhere else a little cheaper and 2 day shipping. ;)"
3596,B001QEF4XC,ADFHLHK5OU8EY,Robert P. Smith,4,4,5,1308096000,"Excellent, healthy dry dog food!","Over 90% of dry dog food is very unhealthy and can not even get 1 or 2 stars out of 5 or 6. Diamond Naturals is a great food. I have 6 Afghans and I've spent many, many hours of research to find this out."
3597,B001QEF4XC,A1ZSR3F71BJ3CV,Eric,3,3,4,1305417600,Excellent food,"My giant Schnauzer was weaned on this food. When we changed to Blue Buffalo, Eukanauba  Lamb and Rice, and Nutro he developers allergies. This is the only food that works."
3598,B001QEF4XC,A3J8T8SET63BYF,"Mommared85 ""Cmorlan""",2,2,5,1324252800,Best Dog Food For the Price!,"It's amazing how little popularity that Diamond Pet Foods seems to have considering the quality ingredients their foods contain!  I worked at a pet store for about four years. Our number one recommendations on foods were Natural Balance and Wellness- two EXCEPTIONAL foods that are pretty expensive.  But for those owners who have multiple dogs or even one large breed dog, those brands can cripple your budget.  So when I would get customers who absolutely LOVED their pets and wanted to be able to feed them healthy food without breaking their banks, I recommended Diamond.  Diamond dog food costs about the same as those commercial brands like Purina and Iams, but contains ONLY natural, healthy ingredients.  Just remember, the less garbage you feed your dog (by-products, fillers) the less your dog uses the bathroom- AND they stay fuller, longer!"
3599,B001QEF4XC,A2Q0JENK8FFCLB,drbearkat,1,1,5,1344556800,Fantastic dog food - best price - great quality!,"This is the best dog food I have ever purchased, and having been a dog training for over 4 years, I've purchased A LOT! We first tried this food when our new addition (an 8-week old German Shepherd) joined the family, and we wanted to keep him on a natural dog food. With any purebred dog, health can be an issue, and you don't want to fill your dog with by-products and plant fillers from day one. This food is praised by unbiased pet food reviewers, and I don't understand why there isn't more publicity for this product. Our other dog, a 5-year old English Bulldog with constant skin/allergy issues, was switched over when we discovered this brand, and she has not had an allergic reaction since! We didn't realize how much it had to do with diet. Her hair used to fall out in spring (not just normal shedding, but actual balding from hair loss), but this has alleviated that problem as well. Now our shepherd is a year and a half old, and he's eating this Large Breed Adult Lamb & Rice flavor. He's not a big eater, but he loves this food! Will definitely keep him, and all future pets, on this brand as long as they keep their standards as high as they are now!! Kudos Diamond for making a wonderful natural dog food.<br /><br />SIDE NOTE: I would never buy regular Diamond brand food. If the bag doesn't say ""Natural"" on it, the standards they are kept to are WAY lower and the quality suffers immensely. Stick with Natural (it's a couple dollars more at most!) and your dog will be happier and healthier and live a longer life! Isn't that what we all want?!?"
3600,B001QEF4XC,A3J0W7EYJKTJTM,desperatedude,1,1,5,1333238400,Quality for a good price,"I don't review much, but I have been buying this brand for my Irish Wolfhound for over 2 years now.  He still loves it and it's good for him.  If you have a large breed dog, this dog food will be a good choice for healthy food."
3601,B001QEF4XC,A2DJ7VZ6I6660S,Seth,1,1,5,1329004800,quality food for less,"this food gets an A rating compared to failing scores for many others in the price range. however, it's about $8 more here on amazon than at the local pet store (after a 9.25% sales tax)"
3602,B001QEF4XC,AEGO6A1AFDTAV,aroundlsu,1,1,5,1328918400,Perfect for a Great Dane,My 8 year old Great Dane was itching a lot with the Lamb meal from the big box stores. I started buying this (for cheaper) and he stopped itching. His coat is also looking shinier. I wish I would have discovered this years ago. It saves me trips to the pet store and money also.
3603,B001QEF4XC,AKWL212NZLW3V,"Gary Michael Adams ""Duke Lacrosse""",1,1,5,1328054400,Good Food,"I ordered two of these bags for my three dogs - a mastiff, a lab, and a terrier mutt.  They arrived well packaged inside cardboard boxes.  The dogs like the food, their coats are shiny, and the mastiff didn't vomit when beginning this new food.  He has problems when switching foods, but he started on the Diamond Naturals with no problems.  I'm going to continue to buy this food for my dogs."
3604,B001QEF4XC,A174MYJWTXAHQT,"LAKeeley ""lax23dmb""",0,0,5,1349395200,"Dogs love it, Wallet love it, I love it","I have 3 dogs with different needs and tastes and this is one of the few foods that meets them and basically one of the only ones I can afford.<br />My oldest (14) loves the lamb, my husky loves the glucosamine and the youngest farts less on this food which makes everyone happy.<br />I always try to find food with good ingredients and this meets that standard while staying one of the cheapest foods. I thoroughly recommend it!"
3605,B000HQMNIO,A39U6NG9LY6VRG,Al from Chicago,0,0,5,1253318400,Best & Simpliest Salad seasoning,"This salad seasoning is so simple but extremely tasty.  It enhances the salad as it's not too over-powering.  It's a salty, mildly seasoned packet of goodness. It's also very addictive probably due to the MSG. Add olive oil and red wine vinegar, Mmmmmm.  I can't believe I found it here, b/c you cannot find it in mainstream supermarkets nor ethnic markets anymore."
3606,B000HQMNIO,AU6VPWBMEB5K0,"Geoffrey ""Geoffrey""",0,0,5,1242172800,Good seasoning,"I have used this product for a few years now, my family and I love how it adds flavor to our salads and frozen vegetable dishes. Problem was I could only get it at a few grocery stores when I would go home to Florida to visit, then I couldn't find it at those stores anymore. I was happy to find it on Amazon and ordered the case quantity which will last a long time."
3607,B000HQMNIO,A37JK1OP3NQV55,"Carmen Crouch ""cc""",0,0,5,1227484800,Delicious !!!,"I loooove this product .... I use it a lot on my salads, vegetables  and to season meats ..... delicious !!!"
3608,B000HQMNIO,A3PA6KXQZ84AE6,"Stacy R. Stafford ""Kavina""",0,1,5,1329609600,perfect salad dressing,"I love Goya salad and vegetable seasoning, I tried it once and was hooked, it's the only thing I use on my salads now. I love the small packages, I can easily take them to a restaurant. I also love the fact that it is much lower in calories than regular salad dressing.Thankfully,the area that I live in carried this product for a short time and I was able to try it. Unfortunately the area that I live in stopped carrying the product, I know this because I searched every store in the town that I live in as well as the surrounding towns. Eventually, I went to Amazon and found the product, unfortunately at that time they are out of stock, I waited six months and finally Amazon had the product again. I ended up buying the pack of 24 eight count boxes, to make sure that I never ran out of the product again. Since I had so many I was able to share with friends and family."
3609,B000HQMNIO,A1FBGXK2FZ8G0D,Angela M. Willig,0,1,5,1239408000,The best salad seasoning Ever made!,"This is a simple salad seasoning, just add vinegar and oil one packet of Goya<br />salad seasoning and you will have the best salad ever.  Also you can put in<br />a potato salad and is marvelous also!<br />please give it a try and enjoy it!!!"
3610,B001HTI5I2,A10B89QOKDV5O3,Jamie F.,0,0,5,1343692800,"Organic, simple, and fast!","My husband refuses to eat fish, but he LOVES this. It only takes 10-12 minutes to make, and is way better than any other kind of Tuna Helper I've tried.<br /><br />Besides the box itself, you'll need:<br /><br /> - 1 can of tuna (6 oz., or I use 8 oz.)<br /> - 1 tablespoon of butter<br /> - 1 cup of milk<br /><br />It's a breeze to prepare, just DON'T leave it alone before you put the tuna and pasta in. Because of the milk, it likes to boil over. Just keep an eye on it and reduce the heat right after it starts boiling."
3611,B001HTI5I2,A3FXPZT4PR9WJ7,Eddie Chang,0,2,1,1312588800,NO TUNA!! FALSE CLAIM !!,"The box has only pasta and dried-up sauce. No TUNA!!!<br /><br />If you can see the words in the spoon on the bottom right of the box, it says, ""Just add tuna"".<br /><br />So the products is making a FALSE CLAIM !!! Shame on you, Annie."
3612,B000HDMW9M,A3403706QFA4RY,"C. Holmes ""Chief""",4,4,5,1260144000,Yum,Mackerel is a tasty alternative to salmon with nearly the same Omega 3 content. My local grocery store hasn't been able to get tinned mackerel for several months. No one can explain why. So I ordered a case of these and have been pleased with the quality and value. I'm reordering.
3613,B000HDMW9M,A3PD7QEJ8IL25Q,tom heflin,2,2,5,1328659200,mackerel,"i have ordered mackerel several times on amazon and most pleased with SEASONS brand than any other. seems to me the fish are smaller therefore less mercury.<br />packed in olive oil is also a bonus. they are not as ""fishy"" as others that i have tried. i eat them to get a healthy serving of omega 3. my 11 year old boy has taken a liking for them as well as my 14 year old daughter. we put a small chunk on a cracker and top with a ring of hot banana peppers.<a href=""http://www.amazon.com/gp/product/B000HDMW9M"">Season Fillets of Mackerel in Olive Oil, 4.375-Ounce Tins (Pack of 12)</a> i would recommend this brand. tom heflin"
3614,B000HDMW9M,A27O91T2AQWW3G,Nauteal,1,1,5,1310169600,Season's Mackerels,I ordered these a while back off of Amazon. The mild flavor and firm texture is great. When they are available here they are about 2/3's the cost of my local super market. They are always good no matter where I buy them. I just wish Amazon kept them in stock all the time.
3615,B000HDMW9M,A3FQP27XNNUO98,H. Mandelbaum,1,1,5,1258070400,canned Mackeral,The product was exactly as I expected and the same as previously bought in retail stores.
3616,B000HDMW9M,A27AYVZXPIIZZF,Pat,0,0,5,1346198400,Great,"At  $3.33 a can, these are expensive for what they are, but are well worth it. The mackerel are of very high quality, are well packed, and not overcoooked or smoked. Also, since fish is the only meat I eat, I end up having a can almost every day."
3617,B000HDMW9M,A16K203M0UN38P,G. G. Meisels,0,0,5,1336953600,Tasty lunch or snack,"These are better than the usual canned fish filets, tastier, and not dry.  There are no bones or skins.  I worried about Mackerel but they are much nicer than, say, kippered herring filets or sardines in oil.  It's easy to pour off the olive oil if that is a worry, but you'd be losing something that is also tasty."
3618,B000HDMW9M,AH3OIFIIB9LJ7,Gbupp,0,0,4,1329350400,Pretty Good,"They taste good and give you a lot for what you pay. The meat was of high quality. I was however expecting each tin to contain one medium sized fillet. Rather, these are about 6 small fillet in a can, much more like sardines are packaged (but these are just fillets). Was a bit disappointing for that, and the info could have been more clear."
3619,B000HDMW9M,A2ZTCRFFJT4YSJ,Genuine Products,0,0,5,1321747200,Taste great and good for you!,Ordered 2 cases on different dates and got them within 2 days. Cant find these in the stores so please keep them in stock. Make for a great meal with some veggies or a salad...and this type of fish with omega 3's is good for you.
3620,B000R1BPOC,A2VAWURNOY0UD6,Grace,4,4,5,1315958400,Just what I wanted,"These are wonderful!  Exactly like the originals, only in miniature form.  Delicious and crispy and the wonderful Amaretto flavor!  Rapid shipping from the seller as well!"
3621,B000R1BPOC,AXV069J1FTMZ,"Catherine Cordingley ""Catherine""",2,2,5,1226793600,Lazzaroni Amarettini Cookies,This has been a Christmas favorite since my late sister-in-law introduced our family to these cookies over 20 years ago.  She was from Italy and loved these cookies as do we.
3622,B000R1BPOC,A1GMOBXT4DJ32L,Ginger,1,1,5,1326844800,Great Gift!,"This product makes a great gift!  Not only are the cookies delicious, but the tin is attractive and of good quality.  Highly recommended."
3623,B000R1BPOC,A3K3L27LAMIC7X,Jennifer,0,0,5,1351036800,Great gift,"When I was in Rome I got these for my grandfather as a gift, he is from Italy so I thought he would enjoy something from home (although I wasn't sure if these were a little Americanized, since a lot of the wording on the tin was in English). Anyway, my grandfather LOVED them. My mom thought they were too sweet, but he just loved them and now I am glad I could find them online so I can get him more!"
3624,B000R1BPOC,A1FJ2BRJA35DNB,Donald Gregory,0,2,5,1198108800,Lazzaroni Tin,"A little more money than your average cookie, but VERY much worth it.  You will not find a cookie like this anywhere else!"
3625,B004AGE1K0,A37S9NE99W8Z0I,Margaret twinge,4,4,5,1324425600,Worth every penny!,We had candied chestnuts that came in a box in France many years ago and have since looked for them in the states.  This year I searched the internet and wa-la there were some products to try.  There were some products more expensive and because the product would be shipped we did not want to be spending a lot for something not that good.  These came in a can with syrup which was different than the ones we had had in France but they are excellent.
3626,B0015D44KS,A135SZUUYGMDGQ,"Christine J. Hannigan ""Seraphiel""",1,1,5,1227830400,The best bean,The best way to get Jelly Belly... a good price.. and you only get the flavor you want.
3627,B0015D44KS,A2HZUAWOFBUZJ8,"Mrs. B ""Math Teacher""",0,0,1,1335657600,Very Disappointed,"Instead of a resealable tub with the jelly beans, I received a cardboard box, with a plastic bag full of jelly beans.  They were closed with a twist tie and there was no labeling on the bag.  On the box there was a typed label that said:""green apple jelly  belly 16 oz. new"".  There was no ingredient list, company logo, allergen information, or anything else you'd expect to find on food packages. I certainly wouldn't eat food that arrived in a plastic bag with a twist tie.  I did ask that it be shipped next day, so maybe they couldn't take the time to package it in the advertised tub.  Amazon was nice enough to give me a full refund, which was the only positive part of the experience."
3628,B0009P82YM,A2EDWI5EGP4V9N,sharkychick,0,0,5,1212883200,"Rich, Belgian Chocolate",Chocolate with coconut!  How can you lose?<br /><br />I love Ross Chocolates.  You can really tell that they are made of top quality chocolate.  It is creamy and flavorful.<br /><br />I enjoy these (and I buy several flavors...all have the same great quality and taste) especially because I try to keep my sugar intake to a minimum.  I keep a supply of them in my refrigerator in airtight containers at all times.  They keep very nicely.
3629,B0009P82YM,A15X2YUKEMCSXL,"Patricia A. Oliphant ""Pat Oliphant country CD""",0,0,4,1184198400,coconut bars,"Very nice product.  It is not a Mounds bar, but it helps satisfy the urge."
3630,B000CS9ZTC,AXO4PQU0XG3TG,Dwight,4,14,2,1173657600,41 cents per 0.8 ounce is more than twice the regular price,"I wait for this cereal to go on sale before I buy it and the sale price is usually $1.99 per 12 ounce box.  The regular price is about $4.<br /><br />$28.88 for 70 small boxes of less than one ounce each is 41 cents per box/nearly per ounce. The sale price is 17 cents per ounce.  The regular price is 33 cents per ounce.<br /><br />On the other hand, this should make two rice krispie treats with one box.  Starbucks sells rice krispie treats for $2 as one of their lowest priced snacks."
3631,B003CJJKDO,A3JJNSW1XHXX9B,"Microbiologist, RN, and perpetual student. ""~BB""",3,3,4,1279324800,A very good brand.,"DE is a very good coffee.  I ordered this as my father-in-law raved about it, and the whole bean aroma rood is indeed a good coffee.  It tastes like a medium coffee with a particular spice feel to it.  Very unique and very tasty.  I tend to make my coffee very bold even if it is a 'medium' coffee, and even bold this is up there with some of my favorite coffees.<br /><br />If you are a coffee fan, this is worth a shot, pun intended.<br /><br />Enjoy."
3632,B003CJJKDO,A1F8N2GB33I77U,"J. Rynar ""jyry""",2,2,5,1315008000,Delicious,"I drank this coffee over 30 years ago when I lived in The Netherlands. So glad that I can get it through Amazon. Strong, full bodied but easy on the tummy!!!"
3633,B003CJJKDO,A22SSWTC8FQ0LG,DD,0,0,5,1321142400,Best coffee!,"If you have a coffee grinder, this is the best coffee, I would highly recommend it! The taste and aroma remind me of sitting in a cafe in Holland, relaxing and watching the passersby..."
3634,B003CJJKDO,A3CPLC7FTXSKB6,"Tech Ed ""Tech Ed""",0,0,4,1280102400,"nice, medium brew","This is a very good, medium-roast, medium-bodied coffee. Brew it directly after grinding the bean to capture the most flavor."
3635,B004SCD4NG,APUGWIT6R5I23,C. M. Feldman,0,0,5,1350345600,graet find,this product came as advertized..it was a great buy and I love the taste of the tea<br /><br />great deal and happy i purchase from them.
3636,B003MPKGKE,A1CV93020DJXB4,Khatam,7,7,2,1287792000,"Oh, nuts.","I bought this for fathers day. My father loves dried fruits and nuts.<br /><br />It came in a somewhat cute crate box, and each compartment was in a plastic bag. That means that if you don't eat the nuts in one sitting they will go stale, as they are now sitting in the open. Same story for the fruit.<br /><br />While all the bags were closed when my father opened them he found that the nuts were stale and the fruit were hard/chewy.<br /><br />I recommend purchasing this if you need a centerpiece, but not if you actually want to eat it."
3637,B003MPKGKE,A2S04E13APK7CM,Sunni,4,6,3,1288742400,Late shipment,"I paid extra money to have this overnighted to my sister, and it turns out it arrived more than a day late. That's unacceptable to me."
3638,B005RF029M,A1KMYWQ3KCKAE1,"Bic ""Bic""",1,1,5,1349568000,Best flour for pizza,I used this flour in my usual pizza recipe. I noticed the difference with regular bread flour right away. The dough was very elastic and easy to work with. The pizza ended up being lighter and crispier than usual. I will only use his flour from now on!
3639,B005RF029M,AA7ATL6OXPB20,Tony,1,1,5,1344643200,Wonderful Product,Shipping was prompt and the product was what I fully expected.  It helped me be successful with Mama Agata's Lemon Cake where U.S. flours failed.
3640,B005RF029M,A1HAMJNZ7R2XVA,RobinD,1,1,5,1343606400,Perfect for pizza and pasta,"I don't know why this flour isn't available in grocery stores in the Midwest.  Typical grocer flours have a protein content much too high to give an authentic taste to such foods as pizza crust and homemade pastas.  And after years of making homemade pastas and trying to find that perfect recipe that would result in those served in the best Italian restaurants in the US and Europe, I'm happy to discover, the secret was in the 00 protein content all along.  What a fabulous difference this flour makes!  Freezes well too."
3641,B005RF029M,A2BSA73GSG0UFN,"Tonefish ""Blues ROCKS""",1,1,5,1340755200,Pizza Napoletana Dough Flour ..... Mangia!!,"So this stuff is a must have for making true pizza napoletana.  I'm really thrilled that it is so accessible here in the USA.  This flour makes the most silky smooth dough I've ever had the pleasure of getting sticky with, and it has a different (better for pizza) taste than the all-purpose store brand flour.  Sure It costs a little more, it's coming from Italy, but given that you can make about 6 pizzas per bag ... who's counting?  Get this stuff, some D.O.P. tomatoes, grow some basil, and make some Mozarella (okay, I admit, haven't done this one ... yet) but given the first couple items there and you're well on your way to the origins of pizza in Naples, Italy. Is it worth it??? I say Si!!! Mangia!!! (And Taylor's Market always comes through for my home shipments!... Cheers!)"
3642,B005RF029M,A3A510LUVIDF2N,Pennykoko,0,0,5,1348099200,lovely flour  and not Frankenwheat !!!!,"I ordered this Italian flour after reading an article about some of the issues with American wheat. It is<br />light, and everything I've made with it from cookies to pizza crust has been delicious. It was shipped<br />very quickly."
3643,B004C20NH2,A29IT4Q0CBLDHK,David Bacon,0,0,5,1349740800,Follow recipe exactly,"If you follow their recipes precisely, with careful measurements, the freezer jams are excellent.  Strawberry jam is particularly appealing.  I've been warned that changing quantities of any ingredient will not have happy results."
3644,B00433ICSC,A1U554UZF2PS93,"Bevo warrior ""Hook'em""",1,1,5,1327276800,yummy,"sweet, juicy and yummy. I have to try hard not to eat too much at one time. So addictive. It tastes just like those in Asian market. Actually this one tastes a bit better."
3645,B00433ICSC,A3N6TJT9C1KHNT,Barbi,1,1,5,1326758400,happy hubby,"Dried mangoes are my hubby's favorite fruit.  He especially LOVES the Philippine brand.  Some come close, but no cigar.  We have searched high & low to find a brand comparative to these, but there are none.  Having them delivered on a regular basis is great & with free shipping.  No more detective work and disappointment.  He does have to be careful however, because he seems to eat them too fast & runs out short of the next delivery, maybe I will increase my quantity!  Quality is the best.  Delivery on a regular basis was a perfect gift for him.  I am very happy & satisfied."
3646,B00433ICSC,A1IOEZPO0JN7AF,Dan,1,1,5,1321401600,Mango anytime!,"Great value and much superior to what you find in stores. Makes a great snack or after dinner treat, but for those who are health conscious remember to keep it to a few pieces since they are covered in thin sugar. Try to keep the bag tightly sealed once you open them since the slowly begin to dry up. Will be ordering more soon :)"
3647,B00433ICSC,APZ5Q4ALA80S1,Amazin,0,0,5,1343088000,The best on the market!!!,By faar the best dried mangoes i have purchased. Fresh and full of flavor. The 2 pach 20oz is probably the best value. Order a lot because it will be done before you know it. Trust me it is heartbreaking when you reach into the bag and only find mango crumbs.
3648,B00433ICSC,A1ZURF3SLZ53RV,KMPxx,0,0,4,1330646400,Little too sweet...,"I remember really loving to eat dried mangos when I was younger so I decided to give this brand a try. These weren't bad per se but they were a little too sweet for my taste. I guess it's a good thing though since you don't want to eat a lot of them because the calories will build up unless you control your portions. I'll eat one and it'd satisfy my sweet tooth for hours before I want to eat another one. Therefore, I guess it's a good thing that it's a little too sweet but still... I would have liked less sugar."
3649,B00433ICSC,AMSNO392A29B1,Phuoc T. Luu,1,2,1,1331942400,not 20 oz.  This is 4oz bag,This is not a 20 oz bag.  It is only 4oz each bag.  Misleading product.  Thought I was buying 20oz bags.  Not very happy.  Should've gone local for 8 dollars per bag.
3650,B00433ICSC,A4NION0QU1V61,Tina,0,1,3,1329955200,Subscription doesn't work well,"I love these delicious mangoes but the subscription option doesn't ship at correct times. I just received two shipments at once (even packaged in the same box) this week, when one of those shipments was supposed to be for April and I was not notified of that before they shipped and charged my card."
3651,B0080IP5RW,A111BKOEHIQYGX,M. Weber,0,0,4,1349654400,Delish!,"Tasty, slightly different flavors then other brands, but good. In all other respects good purchase. Hard to find in US so I am not too picky."
3652,B0010C0JYO,A2O7XK5AOGQV6B,M. Hawes,1,1,5,1258070400,Excellent for authentic Chinese dishes!,This sauce is excellent for authentic Chinese dishes! My wife is from China and we love to use this product to make Hot Pot and Ma Po Tofu.
3653,B002LO0TUE,A30BNNI1U9FCIV,LQQK no more,1,1,4,1308960000,Cute item!,"Bought this as a joke to give to a friend that is a beer connisseur (sp) for his dog.  The dog didn't really care one way or the other and tried to give some to my dog and he also turned up his nose.  Not sure, but it appears to have a very salty, brothy smell that could be the reason for the turned up doggy noses.  However, it was cute to put into staged pictures of the dogs with the plastic bottles looking like they were hung over, along with their master!"
3654,B002LO0TUE,A17OEQ1D2Z9GX5,B. E. Simmons,0,0,4,1265414400,Cute idea,"I bought this as a gift for my boyfriend and his roomates' dogs. It looked really cute in the package but left the dogs exremely gassy. They are a german shepard, pitbull and a retreiver at fairly large sizes but it was a little rough on the tummy so use lightly."
3655,B000YB7XQ4,A2MR696ZU17F12,"David ""Foxboy""",0,0,5,1341446400,BEST TEA!,"I use this for iced tea and it is just so much better than American teas - it just plain is!  It is all I buy, and now I get it for others too.  Look no further."
3656,B000YB7XQ4,A229475ZV51AMP,shoe_blue,0,0,5,1326499200,Awesome tea!,"I'm a big black tea drinker and have tried a lot of different brands out there, and I find that PG makes the best black tea. It's nice and strong, not like crappy Lipton black tea. We've been loyal to the PG brand black tea for over a year now - it's a little pricier than other brands, but definitely worth it if you enjoy black tea."
